Temperature_C,Salinity_ppt,Optimal_Frequency_kHz,Optimal_Power_W
42.17,0.765,62.38,2.421
35.07,0.598,50.82,2.05
59.32,0.927,91.22,3.0
55.6,0.398,81.39,1.983
44.95,0.319,65.63,1.421
48.1,0.887,75.43,2.835
36.82,0.049,52.18,0.498
46.31,0.136,66.9,0.939
50.85,0.082,73.97,0.877
45.46,0.843,69.62,2.819
59.71,0.011,85.0,0.918
48.34,0.862,74.83,2.692
41.13,0.451,59.35,1.668
53.16,0.004,74.39,0.783
35.11,0.402,51.33,1.369
41.54,0.187,58.35,1.019
40.41,0.624,60.86,2.066
42.95,0.679,66.5,2.308
53.45,0.488,78.55,2.034
44.53,0.041,63.67,0.721
53.82,0.656,78.43,2.313
47.29,0.842,75.79,2.921
40.26,0.72,58.02,2.182
54.3,0.83,82.83,2.851
37.15,0.201,55.32,0.857
36.73,0.889,55.63,2.689
45.14,0.322,63.75,1.419
37.83,0.013,54.03,0.477
30.27,0.843,46.88,2.535
49.45,0.942,75.5,3.0
45.33,0.656,67.42,2.219
43.37,0.231,61.9,1.21
59.01,0.252,87.51,1.635
47.14,0.467,66.43,1.897
55.9,0.898,86.47,3.0
34.18,0.15,51.16,0.63
47.08,0.826,70.49,2.732
56.04,0.291,82.24,1.603
47.49,0.809,70.47,2.61
51.54,0.92,81.21,3.0
41.16,0.427,62.83,1.585
32.77,0.365,48.99,1.379
43.74,0.802,64.3,2.729
41.83,0.529,63.11,1.954
56.01,0.684,88.59,2.525
37.32,0.623,56.47,2.095
59.0,0.153,88.28,1.314
58.74,0.845,90.12,2.981
37.43,0.196,53.5,1.105
40.44,0.932,64.77,2.78
56.87,0.251,85.15,1.512
59.0,0.734,88.3,2.782
43.3,0.285,62.08,1.255
39.63,0.318,59.73,1.332
45.78,0.31,67.76,1.466
50.63,0.748,77.74,2.602
38.2,0.557,55.36,1.894
52.09,0.883,83.03,2.958
31.55,0.307,47.65,1.163
31.48,0.692,49.04,2.041
41.59,0.753,65.94,2.389
40.6,0.151,57.16,0.892
39.47,0.401,56.55,1.586
44.73,0.483,66.15,1.662
39.62,0.356,57.61,1.309
35.77,0.322,54.02,1.403
39.28,0.686,61.3,2.224
59.25,0.216,89.17,1.392
42.33,0.709,61.13,2.384
43.34,0.935,63.58,2.842
47.3,0.565,71.55,1.891
59.5,0.611,92.63,2.447
37.25,0.069,51.85,0.559
50.44,0.864,81.72,2.878
51.48,0.285,73.92,1.47
48.22,0.615,70.43,2.213
32.66,0.979,48.8,2.664
50.31,0.596,74.66,2.197
31.92,0.725,48.48,2.186
47.88,0.445,70.44,1.659
52.19,0.06,72.77,0.773
36.33,0.798,56.7,2.335
55.25,0.035,77.09,0.952
30.91,0.701,43.52,1.91
55.31,0.023,77.4,0.93
43.81,0.862,67.68,2.763
36.53,0.158,51.76,0.804
34.01,0.514,53.34,1.547
58.6,0.597,91.17,2.301
32.18,0.458,49.12,1.55
35.97,0.341,52.18,1.372
40.43,0.468,57.55,1.596
48.61,0.311,71.9,1.542
46.34,0.438,69.96,1.777
33.77,0.359,49.59,1.272
38.69,0.566,56.36,1.83
37.16,0.238,53.87,0.992
36.41,0.989,54.32,3.0
42.33,0.501,60.65,1.813
51.12,0.194,72.73,1.314
36.52,0.477,53.35,1.642
41.0,0.866,60.44,2.65
41.73,0.022,58.05,0.636
59.29,0.68,92.75,2.757
58.64,0.548,87.05,2.191
54.0,0.17,78.42,1.277
37.25,0.817,56.65,2.504
32.04,0.369,45.97,1.147
39.51,0.294,55.98,1.107
38.0,0.828,59.35,2.494
45.18,0.639,69.3,2.228
53.33,0.898,85.0,3.0
55.75,0.63,84.82,2.264
55.35,0.741,83.97,2.711
40.79,0.836,60.92,2.597
50.62,0.055,73.93,0.849
39.39,0.776,58.92,2.475
31.83,0.614,45.47,2.01
51.05,0.07,73.2,0.919
30.29,0.509,42.16,1.469
42.28,0.082,60.53,0.737
39.88,0.736,57.4,2.406
50.8,0.547,77.17,2.153
52.99,0.954,83.85,3.0
39.12,0.183,54.53,0.899
54.35,0.606,86.44,2.193
38.82,0.212,55.41,1.052
43.39,0.614,61.99,2.006
51.81,0.723,78.67,2.598
50.79,0.722,77.72,2.577
59.62,0.815,93.18,2.893
36.75,0.854,55.41,2.56
49.87,0.077,70.23,0.906
48.29,0.343,69.13,1.475
57.45,0.687,86.74,2.456
34.69,0.499,49.38,1.637
52.55,0.191,74.96,1.233
47.05,0.553,69.13,2.132
38.24,0.407,56.95,1.421
44.23,0.39,68.41,1.645
40.01,0.81,62.39,2.433
47.38,0.408,72.86,1.559
56.67,0.026,84.78,0.875
47.08,0.058,69.34,0.711
48.95,0.856,74.78,2.711
45.56,0.961,70.95,3.0
31.53,0.688,45.75,2.016
36.99,0.364,52.93,1.536
44.76,0.939,69.38,2.862
39.31,0.663,60.3,2.006
35.45,0.844,54.64,2.623
45.12,0.766,68.47,2.459
39.68,0.379,57.88,1.453
37.74,0.479,56.13,1.543
43.92,0.186,64.72,1.041
34.0,0.292,45.11,1.0
57.83,0.778,87.05,2.796
56.03,0.894,89.23,3.0
51.23,0.724,78.19,2.554
33.19,0.465,47.04,1.577
53.28,0.087,77.23,1.001
54.24,0.057,78.6,0.963
53.03,0.374,80.21,1.688
33.42,0.464,46.04,1.493
49.32,0.609,74.61,2.247
55.03,0.006,80.58,0.808
47.32,0.99,74.44,3.0
49.39,0.364,73.66,1.63
43.75,0.848,68.12,2.613
45.86,0.535,67.44,2.069
31.03,0.13,40.55,0.627
49.17,0.798,80.37,2.687
32.44,0.71,47.57,2.12
43.05,0.527,63.68,1.932
38.78,0.515,58.49,1.789
46.36,0.087,69.9,0.842
34.0,0.656,49.25,2.136
50.75,0.911,76.67,2.737
53.85,0.093,76.24,1.11
34.9,0.264,52.61,1.13
33.13,0.902,48.34,2.471
34.37,0.284,48.64,1.173
56.31,0.654,84.07,2.546
45.85,0.535,65.67,1.999
44.02,0.596,65.42,1.946
33.2,0.416,45.74,1.458
49.49,0.3,71.6,1.52
56.04,0.049,85.97,0.896
54.85,0.744,85.07,2.693
48.78,0.746,76.39,2.513
32.26,0.671,49.29,2.093
33.37,0.644,49.06,1.951
31.48,0.244,42.95,0.892
37.72,0.022,52.99,0.507
34.07,0.809,51.7,2.296
37.8,0.491,54.29,1.673
41.55,0.307,60.58,1.327
58.29,0.102,84.46,1.19
48.31,0.063,69.33,0.843
55.05,0.349,81.5,1.559
51.31,0.805,76.39,2.846
33.38,0.919,46.21,2.779
52.08,0.897,78.83,2.992
38.25,0.92,62.33,2.705
49.17,0.908,75.5,2.91
40.23,0.527,61.08,1.806
59.93,0.219,84.96,1.469
37.91,0.798,55.42,2.429
38.37,0.214,51.97,0.933
57.92,0.267,85.87,1.608
30.74,0.233,47.43,0.919
50.9,0.515,77.45,1.921
51.76,0.322,80.14,1.563
55.09,0.154,80.56,1.2
59.23,0.453,92.22,1.96
59.27,0.874,96.22,3.0
31.96,0.571,46.34,1.776
54.66,0.878,83.64,2.972
49.39,0.196,69.56,1.171
49.42,0.167,71.46,1.141
33.85,0.576,49.78,1.81
49.51,0.463,78.05,1.842
59.47,0.66,88.53,2.625
57.35,0.795,88.65,2.72
43.17,0.751,61.96,2.342
31.2,0.942,46.72,2.742
40.87,0.398,60.4,1.706
54.79,0.206,81.93,1.382
51.04,0.551,78.16,2.247
43.78,0.111,63.51,0.818
31.65,0.289,45.54,1.004
42.81,0.208,61.83,1.112
44.07,0.397,62.8,1.649
57.86,0.111,81.53,1.03
49.23,0.032,69.87,0.747
39.35,0.657,58.63,2.127
45.76,0.61,71.38,2.087
31.98,0.708,47.22,2.066
59.18,0.66,90.25,2.602
40.8,0.114,58.74,0.839
44.34,0.291,64.14,1.378
40.66,0.13,59.45,0.864
50.48,0.843,81.78,2.747
49.87,0.747,80.65,2.598
51.46,0.202,75.74,1.157
38.04,0.341,55.59,1.289
39.47,0.967,64.11,2.823
33.76,0.594,49.28,1.812
49.67,0.801,77.63,2.703
31.19,0.265,41.23,0.949
47.93,0.21,69.33,1.113
56.09,0.784,88.76,2.873
56.72,0.686,85.44,2.54
43.47,0.681,65.38,2.23
43.78,0.553,62.21,1.871
32.31,0.564,51.09,1.605
50.12,0.736,79.14,2.524
54.64,0.27,81.42,1.358
37.34,0.353,54.88,1.386
42.64,0.872,66.24,2.734
55.17,0.309,84.89,1.7
56.31,0.546,84.34,2.21
37.3,0.703,57.35,2.144
46.52,1.0,74.58,2.98
35.77,0.435,54.28,1.568
33.06,0.428,42.94,1.327
57.33,0.843,87.59,2.92
54.62,0.806,82.18,2.94
52.8,0.731,81.17,2.633
31.46,0.463,41.09,1.519
55.31,0.324,78.35,1.692
43.14,0.609,69.02,2.157
40.27,0.876,62.93,2.822
46.39,0.884,71.78,2.789
32.74,0.108,45.76,0.596
52.7,0.428,79.18,1.751
47.47,0.465,72.74,1.809
35.6,0.978,53.56,2.845
35.65,0.678,53.48,1.968
35.53,0.407,51.74,1.376
31.71,0.026,40.8,0.514
47.63,0.565,74.16,2.086
55.21,0.096,80.02,1.102
30.52,0.834,47.88,2.387
31.47,0.753,47.1,2.06
47.18,0.461,73.52,1.785
54.58,0.429,79.83,1.948
39.8,0.897,58.9,2.645
40.49,0.288,56.7,1.291
47.89,0.249,70.39,1.144
38.23,0.939,61.88,2.814
30.8,0.809,49.32,2.383
52.06,0.821,75.59,2.768
48.77,0.195,71.7,1.361
47.42,0.143,62.31,0.967
52.25,0.026,77.35,0.764
50.26,0.237,76.07,1.314
36.18,0.774,54.45,2.299
40.57,0.24,58.53,0.996
33.78,0.729,50.58,2.111
33.9,0.252,46.18,1.068
50.29,0.395,75.69,1.67
55.76,0.983,86.65,3.0
58.88,0.245,89.54,1.454
48.85,0.376,72.19,1.675
35.52,0.301,48.92,1.204
33.17,0.11,42.66,0.601
54.39,0.49,78.23,1.942
47.36,0.379,72.68,1.455
48.55,0.695,72.93,2.452
53.44,0.818,83.09,2.909
51.1,0.544,80.59,1.955
55.03,0.032,79.12,0.852
31.69,0.619,45.16,1.828
52.43,0.055,75.95,0.931
55.53,0.616,84.6,2.325
38.58,0.685,61.62,2.29
49.21,0.198,75.06,1.148
39.42,0.819,61.24,2.438
58.74,0.911,94.35,3.0
31.0,0.813,46.13,2.324
47.39,0.305,70.26,1.453
35.0,0.587,50.91,1.837
51.37,0.915,77.09,3.0
35.28,0.321,52.77,1.144
37.06,0.82,57.28,2.468
44.83,0.009,63.82,0.558
57.45,0.004,83.93,0.79
36.35,0.76,51.71,2.428
34.33,0.761,49.54,2.233
52.77,0.789,81.84,2.7
45.02,0.93,68.55,3.0
57.35,0.118,84.04,1.202
34.4,0.232,48.22,1.099
49.38,0.904,75.06,2.985
36.99,0.177,50.31,0.835
34.7,0.682,48.39,2.264
50.5,0.53,75.69,2.083
47.81,0.083,70.23,0.852
52.64,0.285,74.66,1.471
39.28,0.52,57.93,1.801
43.44,0.852,67.18,2.681
42.16,0.708,61.73,2.202
59.52,0.622,93.81,2.575
38.77,0.496,56.23,1.714
38.84,0.299,55.74,1.238
40.64,0.119,57.41,0.977
46.94,0.409,66.01,1.607
37.57,0.029,54.3,0.575
57.46,0.211,83.29,1.313
37.97,0.432,54.87,1.566
56.87,0.419,86.71,1.9
33.1,0.044,48.15,0.536
49.7,0.589,72.89,2.263
57.21,0.55,85.94,2.172
35.06,0.078,51.33,0.71
59.05,0.943,93.07,3.0
43.59,0.099,63.68,0.8
58.37,0.855,88.42,3.0
50.3,0.0,71.73,0.667
39.05,0.882,59.43,2.662
35.65,0.02,47.44,0.366
39.11,0.758,55.78,2.439
32.79,0.362,45.61,1.096
34.32,0.738,54.04,2.176
33.14,0.402,47.55,1.363
42.69,0.071,63.48,0.835
53.87,0.768,83.15,2.652
34.24,0.071,45.68,0.597
33.91,0.922,54.34,2.677
49.3,0.051,71.62,0.889
35.92,0.479,54.26,1.647
32.93,0.723,46.89,2.233
35.01,0.393,52.45,1.339
57.71,0.217,87.78,1.316
54.64,0.759,84.56,2.72
40.62,0.784,60.09,2.434
49.67,0.923,76.92,3.0
46.12,0.376,69.27,1.588
50.31,0.506,76.01,2.071
50.48,0.363,76.15,1.68
48.86,0.257,73.75,1.265
37.98,0.751,55.98,2.246
31.17,0.34,41.6,1.309
43.67,0.428,64.36,1.517
56.73,0.404,84.53,1.808
47.08,0.713,73.18,2.475
54.97,0.918,83.31,3.0
59.75,0.667,93.64,2.547
34.91,0.472,53.39,1.579
50.75,0.779,77.88,2.593
50.23,0.641,76.33,2.317
59.4,0.061,85.87,0.947
59.57,0.096,86.8,1.07
50.6,0.038,72.37,0.868
37.31,0.457,57.32,1.554
53.96,0.826,83.14,2.917
33.21,0.313,44.37,1.135
53.42,0.384,80.29,1.619
57.31,0.909,90.8,3.0
41.49,0.837,63.35,2.517
48.92,0.665,77.2,2.293
42.9,0.267,63.8,1.209
43.13,0.117,59.62,0.936
39.31,0.016,53.89,0.484
52.86,0.107,77.68,0.951
58.09,0.293,83.36,1.606
58.22,0.552,89.14,2.227
35.24,0.064,45.25,0.527
56.24,0.136,84.85,1.183
52.12,0.181,78.3,1.099
37.59,0.632,56.94,1.894
32.02,0.616,45.57,2.051
38.04,0.551,56.51,1.846
57.37,0.251,84.26,1.488
49.0,0.371,70.56,1.545
51.63,0.097,74.51,1.046
37.71,0.226,55.1,0.978
51.58,0.898,80.0,2.753
30.84,0.98,50.13,2.721
41.26,0.648,63.43,2.122
48.8,0.917,76.9,2.955
34.38,0.643,47.65,1.979
54.69,0.033,79.13,0.825
37.05,0.997,55.13,2.874
49.57,0.099,71.54,0.915
42.16,0.683,62.16,2.118
47.88,0.253,69.37,1.133
33.22,0.392,49.63,1.352
30.51,0.646,45.64,1.934
57.29,0.436,88.29,2.007
38.09,0.251,51.24,1.068
54.59,0.334,81.47,1.532
59.98,0.342,91.95,1.598
36.34,0.959,58.92,2.754
37.96,0.799,54.42,2.489
49.89,0.459,73.87,1.959
58.96,0.2,89.61,1.383
57.47,0.811,88.44,2.78
45.09,0.157,63.26,0.924
53.85,0.21,76.33,1.235
34.07,0.366,46.81,1.264
59.32,0.88,88.82,3.0
58.93,0.132,87.2,1.304
34.91,0.122,50.39,0.69
38.98,0.494,54.81,1.729
33.0,0.276,46.98,0.987
38.15,0.569,58.15,1.748
54.48,0.452,81.87,2.062
41.35,0.435,57.55,1.429
32.65,0.112,45.69,0.486
40.27,0.141,57.16,1.002
59.44,0.821,91.72,2.943
48.89,0.886,74.45,2.802
42.48,0.235,61.56,1.191
35.0,0.113,49.69,0.745
59.59,0.053,92.44,0.919
54.63,0.608,83.28,2.271
38.44,0.715,60.83,2.327
32.1,0.373,46.32,1.209
31.7,0.68,46.6,2.056
33.61,0.713,50.35,2.269
47.42,0.935,71.05,2.795
57.86,0.065,85.58,0.992
44.9,0.192,61.01,1.1
55.29,0.069,79.15,0.834
43.38,0.868,66.83,2.695
51.26,0.793,81.16,2.79
51.96,0.575,81.44,2.119
35.22,0.084,48.38,0.495
40.84,0.273,59.29,1.29
49.12,0.298,74.35,1.462
32.12,0.561,44.1,1.739
40.85,0.258,59.71,1.154
46.04,0.073,64.45,0.886
59.89,0.731,91.86,2.748
44.24,0.299,63.65,1.384
54.48,0.452,82.76,1.865
42.96,0.128,62.61,0.725
53.89,0.803,84.82,2.834
47.86,0.566,72.67,2.159
56.6,0.902,88.31,3.0
42.33,0.495,66.41,1.856
48.13,0.941,71.61,2.989
48.9,0.892,78.98,2.9
42.52,0.576,62.91,2.132
34.33,0.934,53.67,2.698
32.81,0.323,45.78,1.136
30.5,0.366,41.59,1.075
56.21,0.045,83.17,0.993
37.09,0.589,56.97,1.858
36.35,0.722,55.43,2.243
52.08,0.774,78.89,2.65
39.6,0.15,63.48,0.831
45.18,0.444,69.35,1.705
34.88,0.177,50.73,0.836
58.79,0.662,89.33,2.625
55.55,0.158,80.57,1.327
55.91,0.904,86.33,3.0
42.2,0.231,63.07,1.222
52.87,0.291,76.36,1.554
34.32,0.851,49.88,2.553
30.26,0.458,44.24,1.568
30.6,0.024,41.74,0.267
47.6,0.495,69.58,1.834
43.66,0.085,60.18,0.719
45.54,0.985,73.65,3.0
30.22,0.588,44.6,1.83
42.68,0.257,59.1,1.106
51.54,0.564,75.26,2.18
43.28,0.077,60.99,0.711
51.97,0.8,81.41,2.711
36.99,0.925,57.93,2.769
54.39,0.874,86.54,3.0
47.65,0.342,67.31,1.45
36.32,0.326,52.52,1.234
37.1,0.035,54.42,0.443
48.84,0.651,76.72,2.248
54.9,0.535,83.76,2.048
42.47,0.459,67.4,1.717
37.75,0.908,59.06,2.758
56.01,0.168,84.71,1.295
50.08,0.01,72.27,0.665
43.44,0.073,60.39,0.793
44.64,0.223,63.01,1.16
36.13,0.033,50.37,0.501
48.8,0.503,72.68,1.834
40.76,0.314,55.57,1.313
59.87,0.18,86.82,1.363
44.41,0.75,66.91,2.471
44.58,0.204,66.0,1.135
46.98,0.688,71.25,2.414
57.5,0.349,85.96,1.635
54.02,0.512,79.54,2.043
43.53,0.934,67.3,2.947
51.56,0.037,77.36,0.803
47.59,0.5,71.45,1.979
44.77,0.854,65.75,2.739
35.77,0.588,50.26,1.729
43.92,0.277,65.11,1.338
37.37,0.398,53.74,1.432
57.45,0.68,87.84,2.408
40.06,0.891,60.22,2.708
58.57,0.041,86.96,0.873
45.99,0.072,65.41,0.859
48.95,0.325,71.89,1.489
46.29,0.233,65.76,1.134
33.88,0.265,49.64,1.105
41.27,0.221,58.92,1.115
32.97,0.196,47.15,0.83
48.69,0.131,68.3,0.901
43.41,0.934,70.52,2.836
53.34,0.144,80.76,1.059
36.61,0.204,47.99,1.003
34.94,0.246,47.77,0.88
42.19,0.933,66.06,2.873
57.8,0.756,86.37,2.725
51.31,0.79,78.58,2.783
42.57,0.105,61.59,0.832
45.52,0.836,69.48,2.744
32.53,0.408,47.57,1.329
59.54,0.263,87.45,1.449
49.99,0.576,70.95,2.113
38.56,0.822,60.6,2.589
47.57,0.779,74.74,2.66
33.28,0.89,55.6,2.556
58.98,0.928,87.51,3.0
35.24,0.238,51.32,0.916
49.44,0.424,69.71,1.738
37.36,0.015,55.38,0.495
51.53,0.879,80.69,3.0
53.3,0.155,76.31,1.162
50.2,0.861,79.05,2.907
48.43,0.329,70.37,1.43
56.77,0.368,85.65,1.759
32.36,0.039,44.42,0.456
39.93,0.327,61.33,1.305
37.45,0.888,60.88,2.668
59.64,0.026,86.38,0.967
41.68,0.406,63.24,1.588
51.98,0.031,76.06,0.912
50.54,0.371,72.27,1.457
36.36,0.173,49.82,0.948
37.17,0.252,57.66,0.937
38.44,0.878,59.48,2.687
42.33,0.436,64.35,1.825
37.03,0.274,52.47,1.122
30.59,0.589,43.4,1.8
56.38,0.142,83.12,1.158
58.97,0.259,87.37,1.581
40.25,0.546,56.69,1.9
40.16,0.238,55.67,1.043
30.21,0.679,45.83,1.993
50.41,0.491,74.84,1.847
54.76,0.772,84.3,2.716
34.4,0.948,53.2,2.725
34.79,0.116,48.98,0.696
53.7,0.335,82.23,1.554
48.49,0.32,69.3,1.451
31.35,0.151,44.2,0.706
48.68,0.81,76.25,2.706
39.27,0.76,61.36,2.407
41.06,0.484,57.78,1.718
53.09,0.538,80.68,2.043
54.33,0.06,82.71,0.942
42.01,0.556,62.35,1.915
58.41,0.791,91.18,2.929
42.19,0.574,64.51,2.071
53.16,0.265,76.59,1.317
44.52,0.668,70.9,2.309
56.93,0.361,86.25,1.808
57.23,0.545,87.88,2.099
32.62,0.488,43.8,1.618
58.09,0.381,88.83,1.887
54.77,0.719,84.95,2.517
53.74,0.884,86.53,2.966
36.03,0.005,49.05,0.448
54.15,0.934,82.27,3.0
55.5,0.512,82.51,2.01
38.67,0.701,57.07,2.318
58.57,0.856,88.6,2.848
31.5,0.467,47.78,1.604
34.5,0.835,54.86,2.521
46.13,0.178,66.48,1.017
47.27,0.159,67.81,1.113
49.35,0.657,71.28,2.247
30.51,0.87,47.43,2.495
58.81,0.892,94.76,3.0
31.34,0.644,44.73,1.955
34.29,0.525,49.79,1.632
30.42,0.331,43.53,1.097
47.01,0.98,76.54,3.0
57.97,0.32,87.07,1.6
49.98,0.744,76.82,2.582
54.68,0.532,83.04,2.074
30.4,0.609,41.44,1.909
46.26,0.393,65.48,1.734
43.79,0.965,66.23,2.964
44.97,0.572,69.41,2.102
32.17,0.938,48.42,2.671
50.53,0.008,71.84,0.655
45.1,0.573,66.5,2.0
52.95,0.717,80.75,2.559
44.56,0.745,71.17,2.311
34.48,0.905,52.3,2.702
49.45,0.004,69.57,0.707
35.17,0.0,48.33,0.484
56.17,0.472,88.22,2.053
48.39,0.029,68.6,0.751
34.72,0.975,51.03,2.802
58.87,0.222,86.52,1.554
45.55,0.473,67.98,1.966
32.19,0.061,45.24,0.469
48.8,0.522,75.23,2.065
37.6,0.38,52.34,1.345
54.11,0.045,76.94,0.847
54.53,0.335,80.62,1.598
59.37,0.391,90.71,1.921
45.06,0.99,67.51,2.99
43.65,0.208,61.87,1.217
52.6,0.545,78.25,2.189
33.97,0.987,54.17,2.901
46.41,0.792,72.06,2.585
46.39,0.993,73.99,3.0
32.68,0.968,52.78,2.541
42.54,0.49,62.39,1.81
55.6,0.696,82.76,2.566
55.68,0.11,79.4,0.939
32.98,0.441,43.73,1.495
32.72,0.809,48.29,2.424
37.88,0.505,54.87,1.573
56.24,0.703,87.78,2.487
33.87,0.746,50.7,2.407
51.6,0.253,75.1,1.351
33.03,0.876,49.88,2.628
48.69,0.46,70.59,1.914
40.68,0.21,60.4,1.071
53.67,0.865,81.49,3.0
37.01,0.418,51.44,1.316
49.18,0.75,76.82,2.541
37.07,0.548,55.75,1.565
51.41,0.382,73.1,1.543
56.21,0.81,88.51,2.805
33.8,0.584,48.11,1.784
56.0,0.391,83.19,1.8
47.81,0.11,69.52,0.928
33.81,0.895,52.65,2.626
42.83,0.035,61.63,0.659
34.83,0.863,52.8,2.581
51.01,0.36,74.93,1.543
52.77,0.639,81.09,2.296
33.17,0.922,50.37,2.666
45.18,0.152,68.82,0.981
54.44,0.567,83.68,2.12
58.08,0.764,87.68,2.859
45.41,0.758,68.24,2.56
58.51,0.526,88.86,2.115
46.07,0.625,72.06,2.167
41.83,0.758,66.29,2.591
55.45,0.841,84.97,2.924
44.79,0.762,66.37,2.532
44.16,0.354,62.65,1.419
44.71,0.997,70.02,3.0
55.4,0.435,87.86,2.015
54.96,0.024,81.16,0.869
42.11,0.363,58.36,1.443
40.0,0.128,55.31,0.82
44.76,0.121,63.09,1.102
47.18,0.282,67.54,1.351
37.15,0.053,50.98,0.51
53.82,0.689,82.98,2.445
44.59,0.074,65.16,0.839
40.02,0.203,59.44,0.894
33.2,0.093,46.73,0.632
37.17,0.063,47.94,0.543
58.48,0.268,85.06,1.39
39.15,0.572,57.76,1.834
35.07,0.965,54.19,2.815
43.82,0.876,69.09,2.877
39.21,0.876,60.08,2.747
31.05,0.176,42.85,0.738
39.69,0.265,57.58,1.234
46.32,0.076,66.07,0.789
46.55,0.778,71.33,2.46
40.7,0.07,59.79,0.69
43.42,0.557,64.64,1.84
58.97,0.248,87.77,1.562
41.32,0.243,59.51,1.199
37.75,0.991,60.93,2.861
37.3,0.757,54.01,2.35
43.73,0.837,70.55,2.678
52.79,0.572,77.54,2.255
36.18,0.871,53.81,2.502
51.28,0.645,79.41,2.387
30.63,0.946,48.75,2.573
42.57,0.281,58.99,1.317
53.28,0.595,78.63,2.339
40.16,0.69,60.96,2.175
46.91,0.393,74.11,1.718
36.15,0.88,57.61,2.496
52.26,0.98,81.0,3.0
31.57,0.494,40.63,1.681
55.58,0.391,83.43,1.816
35.95,0.472,53.07,1.583
56.23,0.853,86.32,2.981
40.58,0.645,59.09,2.077
51.68,0.045,75.28,1.056
39.58,0.542,56.69,1.8
57.18,0.017,87.33,0.992
33.8,0.779,53.78,2.263
35.36,0.328,51.85,1.356
44.79,0.472,66.68,1.937
32.46,0.799,47.4,2.377
35.88,0.046,49.64,0.557
58.31,0.159,89.53,1.186
59.29,0.398,91.0,1.795
41.29,0.23,59.85,1.124
57.7,0.338,88.19,1.815
46.34,0.998,73.23,3.0
38.09,0.825,58.69,2.702
51.07,0.884,80.98,2.882
49.77,0.937,78.28,3.0
59.67,0.341,91.24,1.764
37.95,0.297,54.83,1.194
50.16,0.234,73.15,1.125
31.56,0.83,46.38,2.357
33.41,0.68,48.2,2.083
30.12,0.236,40.0,0.885
59.98,0.377,88.41,1.893
54.07,0.507,79.67,2.109
53.6,0.528,79.92,2.073
45.29,0.889,72.92,2.751
39.0,0.381,56.37,1.555
34.54,0.909,53.2,2.554
38.54,0.441,56.86,1.527
41.28,0.746,65.7,2.324
52.69,0.93,80.73,3.0
46.19,0.908,70.9,2.998
32.32,0.057,43.85,0.475
30.54,0.206,44.37,0.843
33.07,0.477,50.46,1.588
42.31,0.432,63.24,1.77
58.0,0.641,91.1,2.32
49.12,0.945,76.62,3.0
54.05,0.112,78.82,1.092
43.99,0.452,67.45,1.68
40.85,0.192,59.49,1.024
33.25,0.894,49.1,2.66
56.28,0.965,89.83,3.0
53.49,0.479,80.05,2.139
35.04,0.104,48.03,0.671
45.37,0.785,71.09,2.573
44.62,0.697,67.4,2.321
48.75,0.355,72.91,1.606
58.39,0.887,92.07,3.0
47.39,0.976,72.12,3.0
46.21,0.558,70.05,2.02
31.51,0.566,48.51,1.734
31.89,0.298,42.89,1.033
35.62,0.585,53.4,1.907
30.97,0.44,42.54,1.396
52.3,0.302,79.54,1.551
51.7,0.067,77.15,0.911
34.08,0.253,47.34,0.982
55.08,0.198,85.74,1.421
34.64,0.542,52.9,1.74
39.04,0.602,59.48,2.035
37.47,0.609,56.9,1.915
41.17,0.388,62.17,1.332
37.64,0.421,52.76,1.461
44.67,0.834,68.86,2.508
42.22,0.476,63.18,1.716
59.6,0.988,92.48,3.0
31.68,0.44,46.25,1.36
34.27,0.65,53.19,1.841
31.58,0.05,41.99,0.578
48.78,0.653,73.85,2.271
31.64,0.851,46.08,2.46
55.09,0.942,82.23,3.0
45.36,0.997,72.11,3.0
45.81,0.282,66.94,1.382
46.85,0.575,70.5,2.147
35.12,0.451,48.93,1.39
35.93,0.564,52.5,1.715
39.56,0.157,58.44,0.979
47.8,0.856,73.63,2.734
36.3,0.91,55.6,2.646
33.49,0.45,48.7,1.393
59.1,0.28,85.78,1.551
30.66,0.141,43.15,0.637
54.08,0.684,80.12,2.416
53.64,0.312,77.82,1.469
38.92,0.91,57.63,2.778
34.07,0.671,50.19,1.994
34.37,0.646,50.16,1.953
50.92,0.559,76.83,1.942
49.28,0.046,69.32,0.955
53.48,0.932,85.17,3.0
58.12,0.628,90.43,2.393
50.76,0.994,78.83,3.0
34.68,0.537,49.75,1.738
37.3,0.71,54.79,2.22
55.27,0.056,80.14,0.844
36.28,0.632,51.04,1.801
32.18,0.765,46.15,2.213
51.1,0.779,80.15,2.543
42.08,0.77,64.55,2.481
57.6,0.226,88.79,1.432
49.51,0.975,76.47,3.0
32.71,0.995,49.59,2.799
58.44,0.076,85.13,1.199
37.76,0.936,57.39,2.858
40.12,0.289,56.6,1.19
42.07,0.689,63.99,2.448
31.54,0.338,44.55,1.08
44.9,0.968,68.62,2.952
33.7,0.102,49.03,0.619
42.03,0.498,66.03,1.662
40.52,0.428,61.74,1.724
53.19,0.326,80.17,1.593
54.1,0.646,83.95,2.333
34.6,0.131,51.86,0.756
41.0,0.717,63.42,2.323
41.2,0.981,62.63,2.951
34.54,0.805,52.88,2.306
53.95,0.86,84.74,2.814
51.22,0.36,74.12,1.798
35.71,0.325,50.52,1.118
41.0,0.517,62.91,1.948
33.17,0.046,41.71,0.41
48.85,0.945,73.33,3.0
33.64,0.144,46.34,0.77
